"sens","spec","type","study"
1,0,"actual_mod","wang"
0.978260869565217,0,"actual_mod","wang"
0.978260869565217,0.0178571428571429,"actual_mod","wang"
0.978260869565217,0.0357142857142857,"actual_mod","wang"
0.978260869565217,0.0535714285714286,"actual_mod","wang"
0.978260869565217,0.0714285714285714,"actual_mod","wang"
0.978260869565217,0.0892857142857143,"actual_mod","wang"
0.978260869565217,0.107142857142857,"actual_mod","wang"
0.934782608695652,0.107142857142857,"actual_mod","wang"
0.934782608695652,0.125,"actual_mod","wang"
0.891304347826087,0.125,"actual_mod","wang"
0.869565217391304,0.125,"actual_mod","wang"
0.869565217391304,0.142857142857143,"actual_mod","wang"
0.869565217391304,0.160714285714286,"actual_mod","wang"
0.847826086956522,0.160714285714286,"actual_mod","wang"
0.847826086956522,0.178571428571429,"actual_mod","wang"
0.847826086956522,0.196428571428571,"actual_mod","wang"
0.826086956521739,0.196428571428571,"actual_mod","wang"
0.804347826086957,0.196428571428571,"actual_mod","wang"
0.804347826086957,0.214285714285714,"actual_mod","wang"
0.782608695652174,0.214285714285714,"actual_mod","wang"
0.782608695652174,0.232142857142857,"actual_mod","wang"
0.782608695652174,0.25,"actual_mod","wang"
0.760869565217391,0.267857142857143,"actual_mod","wang"
0.739130434782609,0.267857142857143,"actual_mod","wang"
0.717391304347826,0.267857142857143,"actual_mod","wang"
0.695652173913043,0.267857142857143,"actual_mod","wang"
0.695652173913043,0.285714285714286,"actual_mod","wang"
0.695652173913043,0.321428571428571,"actual_mod","wang"
0.695652173913043,0.339285714285714,"actual_mod","wang"
0.695652173913043,0.357142857142857,"actual_mod","wang"
0.673913043478261,0.392857142857143,"actual_mod","wang"
0.673913043478261,0.410714285714286,"actual_mod","wang"
0.652173913043478,0.410714285714286,"actual_mod","wang"
0.630434782608696,0.410714285714286,"actual_mod","wang"
0.608695652173913,0.410714285714286,"actual_mod","wang"
0.608695652173913,0.428571428571429,"actual_mod","wang"
0.608695652173913,0.446428571428571,"actual_mod","wang"
0.608695652173913,0.464285714285714,"actual_mod","wang"
0.608695652173913,0.482142857142857,"actual_mod","wang"
0.58695652173913,0.5,"actual_mod","wang"
0.565217391304348,0.5,"actual_mod","wang"
0.543478260869565,0.517857142857143,"actual_mod","wang"
0.521739130434783,0.517857142857143,"actual_mod","wang"
0.521739130434783,0.535714285714286,"actual_mod","wang"
0.5,0.535714285714286,"actual_mod","wang"
