"est","lower","upper","pvalue","measure","study"
0.207792207792208,0.0387844685722275,1.17149009596543,0.0771213317376492,"Acinetobacter","burns"
0.45,0.0937539607534666,2.21234708756269,0.338939108469104,"Actinomyces","burns"
0,0,2.18673848426415,0.171857339062799,"Aeromonas","burns"
0.75,0.17476523745798,3.21860347161571,0.704738083311205,"Alistipes","burns"
3.42857142857143,0.68563524661848,16.8391386713301,0.139444766125005,"Alloprevotella","burns"
0.825,0.162525952532917,4.25530228627114,0.826823991860021,"Anaerococcus","burns"
0.272727272727273,0.0506508537171638,1.54374030559482,0.150449020378465,"Anaerostipes","burns"
1.18181818181818,0.175985847691272,7.95228149512962,0.877059017606391,"Anaerovorax","burns"
0.416666666666667,0.0942237146872926,1.84438411071962,0.255623107546413,"Bacteroides","burns"
0.507936507936508,0.113153952948239,2.30528157773295,0.390330218249352,"Barnesiella","burns"
Inf,0.296141098467836,Inf,0.274006059181626,"Bilophila","burns"
1.33333333333333,0.310693755480853,5.72196172731684,0.704738083311205,"Blautia","burns"
0.541666666666667,0.0636477162449961,4.83634323265159,0.630297074103734,"Bradyrhizobium","burns"
2.54545454545455,0.285088922034994,21.7061493300939,0.456972789789508,"Brevundimonas","burns"
0.541666666666667,0.0636477162449961,4.83634323265159,0.630297074103734,"Butyricimonas","burns"
2.54545454545455,0.285088922034994,21.7061493300939,0.456972789789508,"Campylobacter","burns"
0.75,0.17476523745798,3.21860347161571,0.704738083311205,"Clostridium_IV","burns"
1.2,0.221309931572354,6.52625171938027,0.843130363131763,"Clostridium_sensu_stricto","burns"
1.25,0.27846480608356,5.62797220626953,0.777606519023133,"Clostridium_XI","burns"
0.75,0.17476523745798,3.21860347161571,0.704738083311205,"Clostridium_XlVa","burns"
0.75,0.17476523745798,3.21860347161571,0.704738083311205,"Clostridium_XlVb","burns"
4.4,0.925913809914351,20.8673180978302,0.0629418538873959,"Clostridium_XVIII","burns"
0.5,0.0884216078995266,2.94269126284864,0.468083866244884,"Coprococcus","burns"
0.75,0.17476523745798,3.21860347161571,0.704738083311205,"Corynebacterium","burns"
6.1875,1.24978676254731,30.6333507421439,0.024304545129508,"Dialister","burns"
0.75,0.17476523745798,3.21860347161571,0.704738083311205,"Dorea","burns"
Inf,1.00967558580147,Inf,0.0489541969457626,"Eggerthella","burns"
Inf,0.296141098467836,Inf,0.274006059181626,"Eikenella","burns"
Inf,0.296141098467836,Inf,0.274006059181626,"Enterococcus","burns"
0.229166666666667,0.0305418911388562,1.86638538079955,0.191070732185675,"Finegoldia","burns"
2.88888888888889,0.487923435438464,16.4834886017467,0.262125205991039,"Flavonifractor","burns"
1.33333333333333,0.310693755480853,5.72196172731684,0.704738083311205,"Fusobacterium","burns"
0.888888888888889,0.192362109970743,4.14873980128365,0.884798974031067,"Gemella","burns"
6.22222222222222,0.757919396370421,47.0153401857412,0.0967587598932734,"Haemophilus","burns"
4.2,0.498472013287936,32.9968420115887,0.215868885097636,"Lachnoanaerobaculum","burns"
1.33333333333333,0.310693755480853,5.72196172731684,0.704738083311205,"Lactobacillus","burns"
0.541666666666667,0.0636477162449961,4.83634323265159,0.630297074103734,"Lactococcus","burns"
2.54545454545455,0.285088922034994,21.7061493300939,0.456972789789508,"Leptotrichia","burns"
1.16666666666667,0.109807575820477,12.4078162371029,0.916298894579416,"Leuconostoc","burns"
Inf,0.296141098467836,Inf,0.274006059181626,"Mobiluncus","burns"
0.541666666666667,0.0636477162449961,4.83634323265159,0.630297074103734,"Mogibacterium","burns"
0.6,0.122653766322126,3.00034583590705,0.549076402712364,"Odoribacter","burns"
0.2,0.0410483726002501,0.993142391112914,0.0489541969457623,"Oscillibacter","burns"
0.416666666666667,0.0942237146872926,1.84438411071962,0.255623107546413,"Parabacteroides","burns"
NA,NA,NA,NA,"Paraprevotella","burns"
0.45,0.0937539607534666,2.21234708756269,0.338939108469104,"Parasutterella","burns"
0.9375,0.213705332891846,4.1333062079129,0.933747505066692,"Parvimonas","burns"
0.541666666666667,0.0636477162449961,4.83634323265159,0.630297074103734,"Peptoniphilus","burns"
1.77777777777778,0.343979729053904,9.0966465715887,0.51161173965538,"Peptostreptococcus","burns"
0.9375,0.213705332891846,4.1333062079129,0.933747505066692,"Porphyromonas","burns"
0.222222222222222,0.047091650667332,1.05074955247903,0.0581372127869818,"Prevotella","burns"
1.33333333333333,0.310693755480853,5.72196172731684,0.704738083311205,"Propionibacterium","burns"
0,0,2.18673848426415,0.171857339062799,"Pyramidobacter","burns"
0.416666666666667,0.0942237146872926,1.84438411071962,0.255623107546413,"Roseburia","burns"
1.16666666666667,0.109807575820477,12.4078162371029,0.916298894579416,"Ruminococcus","burns"
0.75,0.17476523745798,3.21860347161571,0.704738083311205,"Ruminococcus2","burns"
1.71875,0.367148500222871,8.02197735013829,0.505100058554734,"Sphingomonas","burns"
1.33333333333333,0.310693755480853,5.72196172731684,0.704738083311205,"Streptococcus","burns"
0.546875,0.125411285268794,2.38950353300528,0.431316161711919,"Subdoligranulum","burns"
0.333333333333333,0.0425982706195867,2.8001740294589,0.353308521937844,"Sutterella","burns"
2.35714285714286,0.508575841429882,10.8704042428598,0.283149920512233,"Veillonella","burns"
0.25,0.0377901180112415,1.65387152221668,0.157299207050285,"Acinetobacter","chen"
1.5625,0.25867789374643,9.43801657977467,0.637351888233937,"Actinomyces","chen"
0.25,0.0292586587322071,2.37248644193754,0.256839257957857,"Aeromonas","chen"
0.0816326530612245,0.00977602037579248,0.681656726321423,0.018422125454099,"Alistipes","chen"
0.25,0.0377901180112415,1.65387152221668,0.157299207050285,"Alloprevotella","chen"
0.64,0.105954465278538,3.86581159107569,0.637351888233937,"Anaerococcus","chen"
0.357142857142857,0.0532889546455365,2.49369832215118,0.317310507862914,"Anaerostipes","chen"
4,0.604641888179864,26.4619443554669,0.157299207050285,"Anaerovorax","chen"
0.25,0.0377901180112415,1.65387152221668,0.157299207050285,"Bacteroides","chen"
0.25,0.0377901180112415,1.65387152221668,0.157299207050285,"Barnesiella","chen"
0.64,0.105954465278538,3.86581159107569,0.637351888233937,"Bilophila","chen"
0.64,0.105954465278538,3.86581159107569,0.637351888233937,"Blautia","chen"
0,0,3.95590898664009,0.303483664024842,"Bradyrhizobium","chen"
0,0,1.83904838071659,0.133614402537715,"Brevundimonas","chen"
0.25,0.0377901180112415,1.65387152221668,0.157299207050285,"Butyricimonas","chen"
0.64,0.105954465278538,3.86581159107569,0.637351888233937,"Campylobacter","chen"
0.15625,0.0186932207797607,1.47393825808769,0.114403867147662,"Clostridium_IV","chen"
0.64,0.105954465278538,3.86581159107569,0.637351888233937,"Clostridium_sensu_stricto","chen"
0.0816326530612245,0.00977602037579248,0.681656726321423,0.018422125454099,"Clostridium_XI","chen"
1.5625,0.25867789374643,9.43801657977467,0.637351888233937,"Clostridium_XlVa","chen"
0.64,0.105954465278538,3.86581159107569,0.637351888233937,"Clostridium_XlVb","chen"
0.64,0.105954465278538,3.86581159107569,0.637351888233937,"Clostridium_XVIII","chen"
0.64,0.105954465278538,3.86581159107569,0.637351888233937,"Coprococcus","chen"
0.0816326530612245,0.00977602037579248,0.681656726321423,0.018422125454099,"Corynebacterium","chen"
0.25,0.0377901180112415,1.65387152221668,0.157299207050285,"Dialister","chen"
0.0816326530612245,0.00977602037579248,0.681656726321423,0.018422125454099,"Dorea","chen"
0.64,0.105954465278538,3.86581159107569,0.637351888233937,"Eggerthella","chen"
0.64,0.105954465278538,3.86581159107569,0.637351888233937,"Eikenella","chen"
0.64,0.105954465278538,3.86581159107569,0.637351888233937,"Enterococcus","chen"
0,0,0.691657267439084,0.0233422020128908,"Finegoldia","chen"
0.25,0.0377901180112415,1.65387152221668,0.157299207050285,"Flavonifractor","chen"
0.64,0.105954465278538,3.86581159107569,0.637351888233937,"Fusobacterium","chen"
0.64,0.105954465278538,3.86581159107569,0.637351888233937,"Gemella","chen"
0.0625,0.00705614721148765,0.632302219963236,0.0156288698280284,"Haemophilus","chen"
0.625,0.100615557520655,3.91351962962122,0.628745176273833,"Lachnoanaerobaculum","chen"
0.1,0.0118446800639524,0.961405799942284,0.0455002638963585,"Lactobacillus","chen"
0,0,3.95590898664009,0.303483664024842,"Lactococcus","chen"
1.5625,0.25867789374643,9.43801657977467,0.637351888233937,"Leptotrichia","chen"
0.4375,0.0477427068685082,4.30826743936711,0.527089256865538,"Leuconostoc","chen"
0.4375,0.0477427068685082,4.30826743936711,0.527089256865538,"Mobiluncus","chen"
1.5625,0.25867789374643,9.43801657977467,0.637351888233937,"Mogibacterium","chen"
0.25,0.0377901180112415,1.65387152221668,0.157299207050285,"Odoribacter","chen"
1.5625,0.25867789374643,9.43801657977467,0.637351888233937,"Oscillibacter","chen"
1.5625,0.25867789374643,9.43801657977467,0.637351888233937,"Parabacteroides","chen"
0.0625,0.00705614721148765,0.632302219963236,0.0156288698280284,"Paraprevotella","chen"
0.0357142857142857,0.00353371367275907,0.404922109354204,0.00442652585791981,"Parasutterella","chen"
1.5625,0.25867789374643,9.43801657977467,0.637351888233937,"Parvimonas","chen"
