"est","lower","upper","pvalue","measure","study"
0.111111111111111,0.0144571973056831,0.957965311094776,0.0448876091354934,"Acinetobacter","burns"
2,0.376673684820446,10.6511608473856,0.428538665985995,"Actinobacteria_unclassified","burns"
0.35,0.0589957503355463,2.18719441656034,0.277291376427606,"Actinomyces","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Actinomycetales_unclassified","burns"
0,0,2.27024520772968,0.175734335644225,"Aeromonas","burns"
1.28571428571429,0.219114948156613,7.59723350354054,0.793165548076098,"Akkermansia","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Alistipes","burns"
3.33333333333333,0.517133889195344,20.7058767517703,0.221099263559869,"Alloprevotella","burns"
0.5,0.082529091055888,3.17810810370543,0.484423364712776,"Alphaproteobacteria_unclassified","burns"
0.75,0.117641450213637,4.95170620253876,0.780511734709787,"Anaerococcus","burns"
0.155555555555556,0.0201996567148699,1.33713601474327,0.0967909934778426,"Anaerostipes","burns"
1.25,0.176182524608742,8.91307548305451,0.840039185127807,"Anaerovorax","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Bacillales_unclassified","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Bacilli_unclassified","burns"
1,0.195627646028768,5.11175194457407,1,"Bacteria_unclassified","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Bacteroidales_unclassified","burns"
0.214285714285714,0.0374431771821401,1.23372455870602,0.0867681727038758,"Bacteroides","burns"
1,0.195627646028768,5.11175194457407,1,"Bacteroidetes_unclassified","burns"
0.6,0.110987262759088,3.31572928185198,0.571107272042135,"Barnesiella","burns"
0.214285714285714,0.0374431771821401,1.23372455870602,0.0867681727038758,"Betaproteobacteria_unclassified","burns"
1,0.195627646028768,5.11175194457407,1,"Bifidobacterium","burns"
Inf,0.307605167657264,Inf,0.262192602406773,"Bilophila","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Blautia","burns"
0,0,2.27024520772968,0.175734335644225,"Bradyrhizobiaceae_unclassified","burns"
0.555555555555556,0.0630985784728316,5.20413097617895,0.650041384896648,"Bradyrhizobium","burns"
2.75,0.29327692428144,24.3338597618483,0.427205198934042,"Brevundimonas","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Burkholderiales_unclassified","burns"
0.555555555555556,0.0630985784728316,5.20413097617895,0.650041384896648,"Butyricimonas","burns"
1.22222222222222,0.111526812020924,13.4211341785791,0.892295118084977,"Campylobacter","burns"
1.22222222222222,0.111526812020924,13.4211341785791,0.892295118084977,"Caulobacteraceae_unclassified","burns"
1.33333333333333,0.249364989552144,7.17210202565089,0.746188311648923,"Clostridia_unclassified","burns"
0.857142857142857,0.154640470960162,4.84206627154577,0.867258178895434,"Clostridiaceae_1_unclassified","burns"
NA,NA,NA,NA,"Clostridiales_Incertae_Sedis_XI_unclassified","burns"
1,0.195627646028768,5.11175194457407,1,"Clostridiales_unclassified","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Clostridium_IV","burns"
1.28571428571429,0.219114948156613,7.59723350354054,0.793165548076098,"Clostridium_sensu_stricto","burns"
1.33333333333333,0.249364989552144,7.17210202565089,0.746188311648923,"Clostridium_XI","burns"
1,0.195627646028768,5.11175194457407,1,"Clostridium_XlVa","burns"
1,0.195627646028768,5.11175194457407,1,"Clostridium_XlVb","burns"
4.66666666666667,0.810553695266345,26.7071353249635,0.0867681727038758,"Clostridium_XVIII","burns"
2,0.376673684820446,10.6511608473856,0.428538665985995,"Comamonadaceae_unclassified","burns"
0,0,0.93308920751778,0.0435461261882649,"Coprobacillus","burns"
0.222222222222222,0.0283704766031214,1.92938243821261,0.193471782324455,"Coprococcus","burns"
0.222222222222222,0.0283704766031214,1.92938243821261,0.193471782324455,"Coriobacteriaceae_unclassified","burns"
1,0.195627646028768,5.11175194457407,1,"Corynebacterium","burns"
0.75,0.117641450213637,4.95170620253876,0.780511734709787,"Desulfovibrio","burns"
7,1.13821403237887,43.0929496603439,0.0347992162098644,"Dialister","burns"
1,0.195627646028768,5.11175194457407,1,"Dorea","burns"
Inf,0.657819607032927,Inf,0.104203543916042,"Eggerthella","burns"
Inf,0.307605167657264,Inf,0.262192602406773,"Eikenella","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Enterobacteriaceae_unclassified","burns"
0.555555555555556,0.0630985784728316,5.20413097617895,0.650041384896648,"Enterococcaceae_unclassified","burns"
Inf,0.307605167657264,Inf,0.262192602406773,"Enterococcus","burns"
2.1,0.39948028812773,11.0172975818391,0.39180485461851,"Erysipelotrichaceae_unclassified","burns"
0,0,4.76216761386172,0.350121738405201,"Eubacteriaceae_unclassified","burns"
0,0,1.38604374115254,0.0888692864726456,"Finegoldia","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Firmicutes_unclassified","burns"
2,0.351923292382279,11.2981546336068,0.451966988765586,"Flavobacteriaceae_unclassified","burns"
3.33333333333333,0.517133889195344,20.7058767517703,0.221099263559869,"Flavonifractor","burns"
1,0.195627646028768,5.11175194457407,1,"Fusobacteriaceae_unclassified","burns"
Inf,0.657819607032927,Inf,0.104203543916042,"Fusobacteriales_unclassified","burns"
1,0.195627646028768,5.11175194457407,1,"Fusobacterium","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Gammaproteobacteria_unclassified","burns"
1.28571428571429,0.219114948156613,7.59723350354054,0.793165548076098,"Gemella","burns"
4.71428571428571,0.525889604033498,38.7024444470044,0.18952626866051,"Haemophilus","burns"
NA,NA,NA,NA,"Helcococcus","burns"
1,0.195627646028768,5.11175194457407,1,"Holdemania","burns"
0,0,4.76216761386172,0.350121738405201,"Howardella","burns"
4.71428571428571,0.525889604033498,38.7024444470044,0.18952626866051,"Lachnoanaerobaculum","burns"
1,0.195627646028768,5.11175194457407,1,"Lachnospiraceae_unclassified","burns"
1,0.195627646028768,5.11175194457407,1,"Lactobacillales_unclassified","burns"
1,0.195627646028768,5.11175194457407,1,"Lactobacillus","burns"
0,0,2.27024520772968,0.175734335644225,"Lactococcus","burns"
2.75,0.29327692428144,24.3338597618483,0.427205198934042,"Leptotrichia","burns"
Inf,0.657819607032927,Inf,0.104203543916042,"Leptotrichiaceae_unclassified","burns"
0,0,4.76216761386172,0.350121738405201,"Leuconostoc","burns"
NA,NA,NA,NA,"Mobiluncus","burns"
1.22222222222222,0.111526812020924,13.4211341785791,0.892295118084977,"Mogibacterium","burns"
0.333333333333333,0.0410106850616059,2.96433607790489,0.363722327380711,"Neisseriaceae_unclassified","burns"
0.5,0.082529091055888,3.17810810370543,0.484423364712776,"Odoribacter","burns"
0.125,0.0198633331382084,0.81871170362786,0.028606967141219,"Oscillibacter","burns"
0.333333333333333,0.0410106850616059,2.96433607790489,0.363722327380711,"Oxalobacteraceae_unclassified","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Parabacteroides","burns"
NA,NA,NA,NA,"Paraprevotella","burns"
0.6,0.110987262759088,3.31572928185198,0.571107272042135,"Parasutterella","burns"
0.857142857142857,0.154640470960162,4.84206627154577,0.867258178895434,"Parvimonas","burns"
2.14285714285714,0.323915297239213,13.826206615709,0.457437738020351,"Pasteurellaceae_unclassified","burns"
NA,NA,NA,NA,"Peptoniphilus","burns"
Inf,1.10030356039103,Inf,0.0411841631553893,"Peptostreptococcaceae_unclassified","burns"
2.14285714285714,0.323915297239213,13.826206615709,0.457437738020351,"Peptostreptococcus","burns"
0.6,0.110987262759088,3.31572928185198,0.571107272042135,"Porphyromonadaceae_unclassified","burns"
0.857142857142857,0.154640470960162,4.84206627154577,0.867258178895434,"Porphyromonas","burns"
0.214285714285714,0.0374431771821401,1.23372455870602,0.0867681727038758,"Prevotella","burns"
0.306122448979592,0.0557277911660933,1.70527966451011,0.183864092838719,"Prevotellaceae_unclassified","burns"
1,0.195627646028768,5.11175194457407,1,"Propionibacterium","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Proteobacteria_unclassified","burns"
0.857142857142857,0.154640470960162,4.84206627154577,0.867258178895434,"Pseudomonadaceae_unclassified","burns"
0,0,2.27024520772968,0.175734335644225,"Pyramidobacter","burns"
0.222222222222222,0.0283704766031214,1.92938243821261,0.193471782324455,"Rikenellaceae_unclassified","burns"
1,0.195627646028768,5.11175194457407,1,"Roseburia","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Ruminococcaceae_unclassified","burns"
0,0,4.76216761386172,0.350121738405201,"Ruminococcus","burns"
0.476190476190476,0.0907663601324882,2.50325242501143,0.39180485461851,"Ruminococcus2","burns"
3.33333333333333,0.517133889195344,20.7058767517703,0.221099263559869,"Selenomonadales_unclassified","burns"
0.857142857142857,0.154640470960162,4.84206627154577,0.867258178895434,"Sphingomonadaceae_unclassified","burns"
1.33333333333333,0.249364989552144,7.17210202565089,0.746188311648923,"Sphingomonas","burns"
2.1,0.39948028812773,11.0172975818391,0.39180485461851,"Streptococcaceae_unclassified","burns"
2.1,0.39948028812773,11.0172975818391,0.39180485461851,"Streptococcus","burns"
0.933333333333333,0.179509603892997,4.89168501802158,0.936897821291084,"Subdoligranulum","burns"
0,0,4.76216761386172,0.350121738405201,"Sutterella","burns"
0,0,2.27024520772968,0.175734335644225,"Synergistaceae_unclassified","burns"
NA,NA,NA,NA,"Turicibacter","burns"
2,0.376673684820446,10.6511608473856,0.428538665985995,"Veillonella","burns"
0.666666666666667,0.128863534860353,3.46969984299956,0.639039918371475,"Veillonellaceae_unclassified","burns"
Inf,0.307605167657264,Inf,0.262192602406773,"Weissella","burns"
Inf,0.307605167657264,Inf,0.262192602406773,"Xanthomonadaceae_unclassified","burns"
Inf,0.387107376819002,Inf,0.221325864916493,"Acinetobacter","flemer"
4.97560975609756,1.63027368764954,15.1099043399859,0.00323776294956879,"Actinobacteria_unclassified","flemer"
0.670440251572327,0.396564723752164,1.13345969524328,0.135417863747176,"Actinomyces","flemer"
0.992063492063492,0.433045881830291,2.27498794837537,0.985281882480147,"Actinomycetales_unclassified","flemer"
3.87640449438202,0.844772339630081,17.6636296013467,0.0867628826995099,"Aeromonas","flemer"
1.65,0.974998315721616,2.79231251592986,0.0619233811303925,"Akkermansia","flemer"
2.05405405405405,1.20770649540754,3.49351276408605,0.00765499031589512,"Alistipes","flemer"
1.32850241545894,0.724696345534195,2.43539060015441,0.360788901406495,"Alloprevotella","flemer"
1.27636363636364,0.747459466532792,2.17952170675992,0.372338198167475,"Alphaproteobacteria_unclassified","flemer"
2.70222222222222,1.25746661859629,5.80111640354052,0.0100183994262857,"Anaerococcus","flemer"
0.263636363636364,0.151485499952822,0.458817063369438,1.58304829800393e-06,"Anaerostipes","flemer"
3.02173913043478,0.388873844689258,23.3633339045097,0.346108898409567,"Anaerovorax","flemer"
1.5,0.259755071595853,8.66200604352672,0.685875636623049,"Bacillales_unclassified","flemer"
7.32921810699588,2.16435151503839,24.6461423711054,0.000515545518384619,"Bacilli_unclassified","flemer"
3.50188679245283,2.02024557426595,6.07015862990388,5.79417905843815e-06,"Bacteria_unclassified","flemer"
1.7741935483871,1.04733794777439,3.00548906284493,0.0328807851804988,"Bacteroidales_unclassified","flemer"
0.751987281399046,0.445689752787124,1.26878589388619,0.286076621493702,"Bacteroides","flemer"
3.79310344827586,2.17951789468389,6.60129187487538,1.58304829800393e-06,"Bacteroidetes_unclassified","flemer"
0.651439920556107,0.385326047370524,1.10133735570198,0.109564874559172,"Barnesiella","flemer"
0.809859154929577,0.44800236185432,1.46545594080497,0.487836581211728,"Betaproteobacteria_unclassified","flemer"
