"sens","spec","type","roc_type","study"
1,0,"actual_mod","best","wang"
0.978260869565217,0.0178571428571429,"actual_mod","best","wang"
0.978260869565217,0.0357142857142857,"actual_mod","best","wang"
0.956521739130435,0.0357142857142857,"actual_mod","best","wang"
0.934782608695652,0.0357142857142857,"actual_mod","best","wang"
0.934782608695652,0.0535714285714286,"actual_mod","best","wang"
0.934782608695652,0.0714285714285714,"actual_mod","best","wang"
0.91304347826087,0.0714285714285714,"actual_mod","best","wang"
0.91304347826087,0.0892857142857143,"actual_mod","best","wang"
0.91304347826087,0.107142857142857,"actual_mod","best","wang"
0.891304347826087,0.107142857142857,"actual_mod","best","wang"
0.891304347826087,0.125,"actual_mod","best","wang"
0.869565217391304,0.125,"actual_mod","best","wang"
0.869565217391304,0.142857142857143,"actual_mod","best","wang"
0.847826086956522,0.142857142857143,"actual_mod","best","wang"
0.847826086956522,0.160714285714286,"actual_mod","best","wang"
0.847826086956522,0.196428571428571,"actual_mod","best","wang"
0.847826086956522,0.214285714285714,"actual_mod","best","wang"
0.826086956521739,0.214285714285714,"actual_mod","best","wang"
0.826086956521739,0.232142857142857,"actual_mod","best","wang"
0.826086956521739,0.25,"actual_mod","best","wang"
0.804347826086957,0.267857142857143,"actual_mod","best","wang"
0.804347826086957,0.285714285714286,"actual_mod","best","wang"
0.804347826086957,0.303571428571429,"actual_mod","best","wang"
0.782608695652174,0.303571428571429,"actual_mod","best","wang"
0.782608695652174,0.321428571428571,"actual_mod","best","wang"
0.760869565217391,0.321428571428571,"actual_mod","best","wang"
0.760869565217391,0.339285714285714,"actual_mod","best","wang"
0.760869565217391,0.357142857142857,"actual_mod","best","wang"
0.760869565217391,0.375,"actual_mod","best","wang"
0.739130434782609,0.375,"actual_mod","best","wang"
0.739130434782609,0.392857142857143,"actual_mod","best","wang"
0.717391304347826,0.392857142857143,"actual_mod","best","wang"
0.717391304347826,0.428571428571429,"actual_mod","best","wang"
0.695652173913043,0.428571428571429,"actual_mod","best","wang"
0.673913043478261,0.446428571428571,"actual_mod","best","wang"
0.652173913043478,0.446428571428571,"actual_mod","best","wang"
0.652173913043478,0.464285714285714,"actual_mod","best","wang"
0.630434782608696,0.464285714285714,"actual_mod","best","wang"
0.630434782608696,0.482142857142857,"actual_mod","best","wang"
0.630434782608696,0.5,"actual_mod","best","wang"
0.630434782608696,0.517857142857143,"actual_mod","best","wang"
0.608695652173913,0.535714285714286,"actual_mod","best","wang"
0.565217391304348,0.535714285714286,"actual_mod","best","wang"
0.565217391304348,0.553571428571429,"actual_mod","best","wang"
0.543478260869565,0.553571428571429,"actual_mod","best","wang"
0.521739130434783,0.553571428571429,"actual_mod","best","wang"
0.521739130434783,0.571428571428571,"actual_mod","best","wang"
0.5,0.571428571428571,"actual_mod","best","wang"
0.478260869565217,0.571428571428571,"actual_mod","best","wang"
0.456521739130435,0.571428571428571,"actual_mod","best","wang"
0.434782608695652,0.571428571428571,"actual_mod","best","wang"
0.41304347826087,0.571428571428571,"actual_mod","best","wang"
0.41304347826087,0.589285714285714,"actual_mod","best","wang"
0.41304347826087,0.607142857142857,"actual_mod","best","wang"
0.391304347826087,0.625,"actual_mod","best","wang"
0.391304347826087,0.642857142857143,"actual_mod","best","wang"
0.391304347826087,0.660714285714286,"actual_mod","best","wang"
0.369565217391304,0.660714285714286,"actual_mod","best","wang"
0.369565217391304,0.678571428571429,"actual_mod","best","wang"
0.347826086956522,0.678571428571429,"actual_mod","best","wang"
0.347826086956522,0.696428571428571,"actual_mod","best","wang"
0.347826086956522,0.732142857142857,"actual_mod","best","wang"
0.326086956521739,0.732142857142857,"actual_mod","best","wang"
0.304347826086957,0.732142857142857,"actual_mod","best","wang"
0.304347826086957,0.75,"actual_mod","best","wang"
0.282608695652174,0.75,"actual_mod","best","wang"
0.260869565217391,0.75,"actual_mod","best","wang"
0.239130434782609,0.767857142857143,"actual_mod","best","wang"
0.217391304347826,0.767857142857143,"actual_mod","best","wang"
0.217391304347826,0.785714285714286,"actual_mod","best","wang"
0.195652173913043,0.803571428571429,"actual_mod","best","wang"
0.195652173913043,0.821428571428571,"actual_mod","best","wang"
0.152173913043478,0.821428571428571,"actual_mod","best","wang"
0.108695652173913,0.821428571428571,"actual_mod","best","wang"
0.108695652173913,0.839285714285714,"actual_mod","best","wang"
0.108695652173913,0.857142857142857,"actual_mod","best","wang"
0.108695652173913,0.875,"actual_mod","best","wang"
0.0869565217391304,0.875,"actual_mod","best","wang"
0.0869565217391304,0.892857142857143,"actual_mod","best","wang"
0.0652173913043478,0.910714285714286,"actual_mod","best","wang"
0.0434782608695652,0.910714285714286,"actual_mod","best","wang"
0.0434782608695652,0.928571428571429,"actual_mod","best","wang"
0.0434782608695652,0.946428571428571,"actual_mod","best","wang"
0.0217391304347826,0.946428571428571,"actual_mod","best","wang"
0.0217391304347826,0.964285714285714,"actual_mod","best","wang"
0.0217391304347826,0.982142857142857,"actual_mod","best","wang"
0.0217391304347826,1,"actual_mod","best","wang"
0,1,"actual_mod","best","wang"
1,0,"actual_mod","worst","wang"
0.978260869565217,0,"actual_mod","worst","wang"
0.978260869565217,0.0178571428571429,"actual_mod","worst","wang"
0.978260869565217,0.0357142857142857,"actual_mod","worst","wang"
0.956521739130435,0.0357142857142857,"actual_mod","worst","wang"
0.956521739130435,0.0535714285714286,"actual_mod","worst","wang"
0.956521739130435,0.0714285714285714,"actual_mod","worst","wang"
0.934782608695652,0.0714285714285714,"actual_mod","worst","wang"
0.91304347826087,0.0714285714285714,"actual_mod","worst","wang"
0.91304347826087,0.0892857142857143,"actual_mod","worst","wang"
0.91304347826087,0.107142857142857,"actual_mod","worst","wang"
0.891304347826087,0.107142857142857,"actual_mod","worst","wang"
0.869565217391304,0.107142857142857,"actual_mod","worst","wang"
0.847826086956522,0.107142857142857,"actual_mod","worst","wang"
0.847826086956522,0.125,"actual_mod","worst","wang"
0.826086956521739,0.125,"actual_mod","worst","wang"
0.826086956521739,0.142857142857143,"actual_mod","worst","wang"
0.826086956521739,0.160714285714286,"actual_mod","worst","wang"
0.826086956521739,0.196428571428571,"actual_mod","worst","wang"
0.826086956521739,0.214285714285714,"actual_mod","worst","wang"
0.804347826086957,0.214285714285714,"actual_mod","worst","wang"
0.804347826086957,0.232142857142857,"actual_mod","worst","wang"
0.804347826086957,0.25,"actual_mod","worst","wang"
0.804347826086957,0.267857142857143,"actual_mod","worst","wang"
0.760869565217391,0.267857142857143,"actual_mod","worst","wang"
0.760869565217391,0.285714285714286,"actual_mod","worst","wang"
0.760869565217391,0.303571428571429,"actual_mod","worst","wang"
0.760869565217391,0.321428571428571,"actual_mod","worst","wang"
0.739130434782609,0.321428571428571,"actual_mod","worst","wang"
0.739130434782609,0.357142857142857,"actual_mod","worst","wang"
0.717391304347826,0.357142857142857,"actual_mod","worst","wang"
0.717391304347826,0.375,"actual_mod","worst","wang"
0.717391304347826,0.392857142857143,"actual_mod","worst","wang"
0.717391304347826,0.410714285714286,"actual_mod","worst","wang"
0.717391304347826,0.428571428571429,"actual_mod","worst","wang"
0.717391304347826,0.446428571428571,"actual_mod","worst","wang"
0.695652173913043,0.446428571428571,"actual_mod","worst","wang"
0.695652173913043,0.464285714285714,"actual_mod","worst","wang"
0.673913043478261,0.464285714285714,"actual_mod","worst","wang"
0.673913043478261,0.482142857142857,"actual_mod","worst","wang"
0.673913043478261,0.5,"actual_mod","worst","wang"
0.652173913043478,0.5,"actual_mod","worst","wang"
0.630434782608696,0.5,"actual_mod","worst","wang"
0.608695652173913,0.5,"actual_mod","worst","wang"
0.58695652173913,0.5,"actual_mod","worst","wang"
0.58695652173913,0.517857142857143,"actual_mod","worst","wang"
0.58695652173913,0.535714285714286,"actual_mod","worst","wang"
0.565217391304348,0.535714285714286,"actual_mod","worst","wang"
0.543478260869565,0.535714285714286,"actual_mod","worst","wang"
